USER_ID,TEAM,ROLE,DEPARTMENT
28211,5603,regular,Customer Success
28214,5498,regular,Sales
28217,5526,manager,Sales
28219,4226,regular,Sales
28223,5575,manager,Marketing
28224,3833,manager,Other
28229,4870,regular,Sales
28234,5499,regular,Marketing
28237,5498,regular,Sales
28241,5475,manager,Sales
28246,3173,regular,Customer Success
28250,4576,manager,Marketing
28251,3833,manager,Customer Success
28252,3833,manager,Customer Success
28253,3833,manager,Sales
28254,3833,manager,Human Resources
28255,3833,manager,Sales
28256,5011,manager,Human Resources
28260,5562,regular,Sales
28267,5561,manager,Marketing
28269,5561,manager,Marketing
28271,4946,regular,Marketing
28272,5632,manager,Customer Success
28282,5475,manager,Marketing
28283,5250,regular,Customer Success
28285,4191,manager,Marketing
28289,4946,regular,Sales
28293,4670,regular,Marketing
28299,5631,manager,Marketing
28302,4959,regular,Sales
28303,3858,manager,Marketing
28304,4818,regular,Sales
28306,4007,regular,Sales
28322,3337,manager,Marketing
28327,4226,regular,Customer Success
28328,3454,regular,Sales
28343,4241,regular,Sales
28345,4775,regular,Sales
28346,5603,regular,Customer Success
28363,4946,regular,Sales
28364,3833,manager,Marketing
28366,4946,regular,Marketing
28371,5094,regular,Sales
28373,5049,regular,Sales
28375,4697,manager,Marketing
28380,5618,regular,Sales
28385,5618,regular,Sales
28389,5618,regular,Sales
28394,5618,regular,Sales
28396,4737,regular,Sales
28400,5618,regular,Sales
28401,5625,regular,Sales
28406,5080,regular,Sales
28407,4683,manager,Marketing
28409,5618,manager,Sales
28427,5240,regular,Marketing
28430,5618,regular,Sales
28438,4969,regular,Sales
28439,4581,regular,Human Resources
28440,4581,regular,Human Resources
28441,4241,regular,Sales
28443,4775,regular,Sales
28444,5056,manager,Marketing
28446,4889,manager,Marketing
28449,5642,manager,Marketing
28459,3186,regular,Sales
28462,4988,regular,Sales
28465,5011,regular,Sales
28466,3462,regular,Sales
28467,3462,regular,Sales
28472,4946,regular,Sales
28473,5238,regular,Customer Success
28481,5435,regular,Sales
28482,5435,regular,Sales
28483,5435,regular,Sales
28484,4904,manager,Marketing
28485,5589,regular,Sales
28486,5435,regular,Sales
28487,4241,regular,Sales
28490,5435,regular,Sales
28491,4241,regular,Sales
28492,4946,regular,Marketing
28495,4995,regular,Customer Success
28499,3718,regular,Sales
28501,5139,regular,Sales
28502,4946,regular,Sales
28512,3173,regular,Sales
28523,4742,manager,Human Resources
28524,4563,regular,Sales
28525,3431,regular,Sales
28526,3431,regular,Sales
28527,3431,regular,Sales
28528,4722,regular,Human Resources
28531,3989,regular,Sales
28532,3989,regular,Sales
28534,4241,regular,Sales
28537,3989,regular,Sales
28540,3989,regular,Sales
28541,4990,regular,Sales
28543,4241,manager,Marketing
28545,3989,regular,Sales
28551,4286,regular,Sales
28552,4286,regular,Sales
28553,5103,regular,Sales
28556,4286,regular,Sales
28564,4580,regular,Sales
28572,4782,manager,Other
28573,5552,manager,Sales
28575,4965,regular,Sales
28586,5607,regular,Marketing
28587,5607,manager,Marketing
28593,5645,manager,Sales
28594,4563,regular,Marketing
28598,5617,manager,Human Resources
28602,4831,regular,Sales
28604,4563,regular,Sales
28608,5435,regular,Sales
28612,5646,manager,Marketing
28619,5023,manager,Marketing
28621,4825,regular,Sales
28622,4737,regular,Sales
28625,4672,regular,Customer Success
28627,4672,regular,Customer Success
28631,4825,manager,Sales
28637,5516,regular,Sales
28640,3431,regular,Sales
28642,5435,regular,Sales
28648,5025,regular,Sales
28652,4672,regular,Customer Success
28671,5642,manager,Marketing
28674,3186,regular,Sales
28679,5026,regular,Sales
28680,5610,regular,Marketing
28681,5026,regular,Sales
28682,4581,regular,Sales
28683,5647,manager,Marketing
28685,5516,regular,Sales
28687,5203,regular,Sales
28688,5203,regular,Sales
28689,5203,regular,Sales
28690,5203,regular,Sales
28691,5203,regular,Sales
28693,5280,regular,Sales
28698,5093,regular,Marketing
28706,5080,regular,Sales
28707,5203,regular,Sales
28710,4870,regular,Other
28713,4870,regular,Customer Success
28715,5516,regular,Sales
28717,5516,regular,Sales
28720,5516,regular,Sales
28723,5516,regular,Sales
28725,5140,regular,Sales
28727,5516,regular,Sales
28729,5650,regular,Marketing
28735,5072,regular,Sales
28747,5516,regular,Sales
28748,3771,regular,Sales
28749,4870,regular,Customer Success
28753,5646,manager,Marketing
28760,5314,regular,Sales
28761,5129,regular,Sales
28764,5653,manager,Marketing
28765,3711,manager,Customer Success
28766,3771,regular,Sales
28771,4286,regular,Sales
28772,5645,manager,Sales
28774,5516,regular,Sales
28777,5314,regular,Sales
28779,5033,regular,Sales
28782,5129,regular,Sales
28783,5570,manager,Sales
28784,4226,regular,Sales
28788,5602,regular,Customer Success
28789,5129,regular,Sales
28790,5645,manager,Sales
28791,4563,regular,Sales
28794,5618,regular,Sales
28796,5602,regular,Sales
28801,5654,manager,Marketing
28802,5654,manager,Marketing
28811,5655,manager,Marketing
28814,5095,regular,Marketing
28817,5026,regular,Sales
28818,5143,regular,Human Resources
28820,5574,regular,Customer Success
28821,5310,regular,Sales
28825,4239,regular,Sales
28831,4962,manager,Marketing
28832,5510,regular,Sales
28835,5510,regular,Sales
28836,5656,regular,Marketing
28837,5624,manager,Human Resources
28845,4748,manager,Sales
38232,5026,regular,Sales
38233,6235,regular,Sales
38234,5280,regular,Customer Success
38235,5015,manager,Human Resources
38238,6198,regular,Sales
38244,6344,manager,Sales
38245,6344,regular,Sales
38247,5265,regular,Sales
38249,5033,regular,Marketing
38253,5126,regular,Sales
38256,6441,manager,Sales
38259,4779,manager,Marketing
38262,4785,regular,Sales
38266,6446,manager,Sales
38270,6344,manager,Sales
38273,6344,manager,Sales
38276,4670,regular,Sales
38278,5750,manager,Customer Success
38282,4670,manager,Marketing
38286,5023,regular,Sales
38288,5023,regular,Sales
38289,4946,regular,Sales
38290,6344,manager,Sales
38296,4191,regular,Sales
38298,5510,regular,Sales
38308,5516,regular,Sales
38313,4191,regular,Sales
38314,4191,regular,Sales
38316,4191,regular,Sales
38317,4191,regular,Sales
38320,4191,regular,Sales
38322,4191,regular,Sales
38323,4191,regular,Marketing
38326,6228,regular,Sales
38330,6269,manager,Other
38331,6438,manager,Other
38332,3462,regular,Sales
38338,4191,regular,Sales
38339,4191,regular,Sales
38341,4191,regular,Sales
38342,4191,regular,Sales
38343,6228,regular,Customer Success
